Date,Open,High,Low,Close,Adj Close,Volume,pct_change,log_change,7ma,14ma,21ma,MA5,MA10,5rasd,10rasd,7macd,14macd,7rsi,14rsi,21rsi,7atr,14atr,21atr,7upper,7lower,14upper,14lower,21upper,21lower,1mtm,3mtm,60roc,7rsv,14rsv,21rsv,15wpr,14cci,next_rtn,FT_3components,FT_6components,FT_9components,FT_27components,FT_81components,FT_100components
2010-03-30,8.449999809265137,8.481429100036621,8.366070747375488,8.423213958740234,7.1310882568359375,527310000,0.014888761165077103,0.01477901157653556,8.227855355878633,8.09473666618157,7.976231864704159,8.251142883300782,8.140321445465087,0.09872342045181054,0.09611316364373898,-0.1813515214902921,-0.2516234911744739,85.71424564395427,70.06926394283656,80.83102022701136,0.15969439915248326,0.1380359445299421,0.13914982477823884,8.469822850394916,7.9410955216230805,8.384724561479183,7.838132573203607,8.487585013961477,7.479965990357486,0.12357139587402344,0.3285713195800781,11.920467911842358,100.0,100.0,100.0,-9.405788035020354,152.67996253975872,-0.003169923210593728,93.43300322373054,97.92819992536917,99.67742560339154,93.49653929430855,85.44279950862955,85.7160904841351
2010-03-31,8.410357475280762,8.450357437133789,8.373571395874023,8.39285659790039,7.105388641357422,430659600,-0.0036040116027616564,-0.003610521698926293,8.269105666384073,8.134485990410745,8.014106840449271,8.291357040405273,8.179178524017335,0.10397498087322446,0.09547515365999873,-0.17151350314966507,-0.25499882593480194,79.47088712166463,67.19767853310208,79.53465072415077,0.14081682477678573,0.13795948028564453,0.1375511941455659,8.50117765657604,8.01433235754924,8.444694757205315,7.82663178469532,8.501422493515195,7.55507399042384,-0.03035736083984375,0.14642715454101562,9.80794663067186,90.76080015789535,93.74995091378891,96.79484952698556,-14.310609959414109,115.238857074541,-0.0020808720000081715,93.16292318738206,97.37432877953535,98.75640578898424,90.74149360994522,77.9275737634413,76.66588479366791
2010-04-01,8.478928565979004,8.526070594787598,8.3125,8.427499771118164,7.134716033935547,603145200,0.00412769750247371,0.004119201929218322,8.308704192567596,8.173554494505067,8.051688015964626,8.357928466796874,8.219607067108154,0.09975702772520159,0.10332775701250707,-0.1646692613178562,-0.2570161766029706,75.79655886570018,67.04253713293255,79.7587077387307,0.147449220929827,0.1475257192339216,0.1444389252435593,8.550524193563852,8.042638888013993,8.504067599981145,7.815065000530681,8.505032244343845,7.642076514855025,0.03464317321777344,0.12785720825195312,10.070895660657442,100.0,100.0,100.0,-14.854614230444204,101.26202961715353,-0.00606548273884433,92.8928054576888,96.81995432392817,97.83481114244141,87.99260717011649,70.53007993452493,67.76469128369601
2010-04-05,8.392143249511719,8.518214225769043,8.384642601013184,8.517499923706055,7.210910797119141,684507600,0.010679342038825042,0.010622720628514,8.36090312535221,8.2194138850652,8.094034553032028,8.412142562866212,8.27760705947876,0.09835140169823761,0.11210073305062788,-0.17809510630740988,-0.2668685723201829,78.04422226747508,76.88070283917669,80.26143212890213,0.15280628204345703,0.1408675398145403,0.14690489996047246,8.62524380501781,8.060980451225216,8.575989710714936,7.817887727421574,8.51590916229271,7.72568942111038,0.09000015258789062,0.09428596496582031,13.04450294317705,100.0,100.0,100.0,-1.2915993584400205,101.06156358740584,0.014937384940566734,92.62265327834639,96.26510038866381,96.91273359424734,85.25203601549357,63.29789490905838,59.099407888722205
2010-04-06,8.507143020629883,8.579999923706055,8.464285850524902,8.555000305175781,7.24265718460083,447017200,0.004402745148885161,0.004393081420701147,8.409427420308104,8.264158741079944,8.135940530499642,8.463214111328124,8.330428504943848,0.09633693236015631,0.12341070467236656,-0.18134807668401542,-0.2734868898084617,94.17406073384286,77.2480925158732,76.5951876892258,0.14525508880615234,0.14283183642796107,0.13712594622657412,8.628394159915148,8.189360858046628,8.643697485650524,7.827169807571086,8.568767743968351,7.7428648665343465,0.03750038146972656,0.16214370727539062,13.752504425541833,100.0,100.0,100.0,-3.484268687703777,102.13999144361915,0.005625541316261362,92.35246989139259,95.70979084386967,95.99026508064817,82.5219229493206,56.27662757599791,50.753147161863446
2010-04-07,8.555356979370117,8.640000343322754,8.523571014404297,8.592857360839844,7.2747087478637695,628502000,0.004425137850802758,0.004415375716900487,8.455284905441038,8.307985223714597,8.177478424166933,8.497142791748047,8.374142837524413,0.08876834439096756,0.13387558436187233,-0.18021015983861943,-0.277806481274105,92.54380211749273,78.99363528909919,77.14428813503947,0.13484695979527064,0.14303602491106307,0.13954096748715356,8.662647961671107,8.254086461285086,8.704011974293525,7.850936968708357,8.617998851537854,7.766831032945847,0.0378570556640625,0.1653575897216797,13.50128091449372,100.0,100.0,100.0,-6.063404917156076,100.32802987119076,0.0043832632069185085,92.08225853714897,95.15404959791495,95.06749752850675,79.80439458477727,49.50937354684027,42.803695386785385
2010-04-08,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,7.255055427551269,572989200,-0.0027015856583114547,-0.0027052415267584135,8.483874434238249,8.34287292996997,8.21312975111811,8.532500076293946,8.41192855834961,0.07555452055358909,0.14218175116475013,-0.1569804010965008,-0.2707446831201388,85.79542006352033,76.80445359281437,73.28747198402677,0.1375511714390346,0.14586765425545828,0.13340153012956893,8.65894777504032,8.334929635848352,8.7428213629773,7.890188820084572,8.663651278902782,7.778763640632538,-0.023214340209960938,0.052143096923828125,14.202078175597709,88.39287417269068,96.45775853036706,96.45775853036706,-9.04917156076284,81.72663423400601,-0.002037921555457234,91.81202245416209,94.5979005956365,94.14452284017064,77.10155842051888,43.03620635446487,35.32208210394706
2010-04-09,8.6225004196167,8.63892936706543,8.587857246398926,8.635356903076172,7.310686111450195,334182800,0.007668217017686109,0.007638965683455506,8.52174505144773,8.381870793050796,8.251514037659753,8.574071502685547,8.465999984741211,0.0681537347759166,0.14728559974389008,-0.15612426234467236,-0.27023101378797776,83.22142438977765,84.91775367713022,73.30216163274416,0.12147971561976842,0.14058705738612584,0.1325172015598842,8.703625932336642,8.350863748362297,8.764002296594086,7.968701729764383,8.718284284636136,7.781783698718708,0.06571388244628906,0.08035659790039062,16.401890721423264,100.0,100.0,100.0,-0.5972269241525486,88.58560750241125,0.0014910388905546856,91.54176487914502,94.04136781656204,93.22143287835564,74.41549994916045,36.893712428122356,28.371292191630708
2010-04-12,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,7.325806140899658,333026400,0.00206795755811154,0.002065822277153956,8.554612402248518,8.418049947930808,8.288032257386218,8.601214408874512,8.506678485870362,0.06091502743305353,0.14896222559138259,-0.1487096998609232,-0.2665801448622993,92.43306423284601,83.75669369841613,73.18420984709097,0.11704090663364955,0.12892886570521764,0.1309866224016462,8.716732031899925,8.412145607870583,8.784383389046969,8.037810437900923,8.76912405101367,7.7880528568435885,0.01785755157470703,0.060357093811035156,15.02018434939818,100.0,100.0,100.0,-4.111704351424739,91.88782376314593,0.00037165737137367927,91.27148904691873,93.48447527312992,92.29831945104846,71.748279803412,31.114576448989563,22.005149307626542
2010-04-13,8.637857437133789,8.671428680419922,8.61107063293457,8.65821361541748,7.330036163330078,306210800,0.0005777229713652414,0.0005775561536959546,8.580512705540759,8.450071770262365,8.321685108116334,8.621857070922852,8.542535591125489,0.054840716923405905,0.14699405979346142,-0.13489421075981767,-0.25882759742442474,91.62368162970355,81.25272099845667,72.45387028987594,0.09515339987618583,0.12130131040300642,0.13006827944800967,8.704564842780796,8.49023103821809,8.81101602707292,8.082963454215445,8.814926457643638,7.79609390303054,0.0049991607666015625,0.08857059478759766,15.757045732906928,100.0,100.0,100.0,-3.805078624215147,78.81134903203241,0.002356623552986825,91.00119819035392,92.92724700890543,91.37527429643076,69.10193094450412,25.727222893245077,16.26739545138469
2010-04-14,8.760000228881836,8.778928756713867,8.71678638458252,8.774642944335938,7.428606986999512,404076400,0.013447269158517182,0.013357657099081453,8.629045265239554,8.493347926805509,8.362863093227206,8.65821418762207,8.57767848968506,0.05272956183601215,0.14312209356978667,-0.1567063490438585,-0.26618217201234806,92.35293008877915,82.95633718058501,80.55941574871667,0.09331675938197545,0.12306152071271624,0.12501727967035203,8.782036093714726,8.486229221749838,8.860162176289096,8.117082609564699,8.870259241339816,7.81508082257271,0.11642932891845703,0.13928604125976562,19.30753269426919,100.0,100.0,100.0,-0.613510333021163,104.46825032667766,0.0016715428163831536,90.73089554031213,92.36970709679436,90.45238906782782,66.47845589746805,20.75551868166402,11.19098675046432
2010-04-15,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,7.526269435882568,376784800,0.01314667727434767,0.013061009724896737,8.694284034760354,8.546234915674475,8.410784661417711,8.722285652160645,8.627392864227295,0.061525272705327025,0.13994470306634707,-0.19118834390416062,-0.28349937334264297,93.91384573841688,94.06408472210335,81.88687648972632,0.09474536350795201,0.12000022615705218,0.1268030121212914,8.90706362557837,8.456915986499617,8.900326846310014,8.190540468709868,8.940754293687476,7.82781710581959,0.1153573989868164,0.236785888671875,15.755215391012367,100.0,100.0,100.0,-0.5370567879857828,123.9240041330089,0.012775728603634295,90.46058432558826,91.8118796372542,89.5297553186853,63.87982403775025,16.218540891118877,6.7976204266777875
2010-04-16,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,7.48030948638916,750545600,-0.006106411812859713,-0.006125132193952088,8.729641611122755,8.584832172279206,8.449414632217007,8.762357139587403,8.668214321136475,0.073869285911654,0.13549137059074162,-0.17152814539967487,-0.2802269789057483,80.5205856408683,86.60153251258139,79.42362081418032,0.11173507145472936,0.123291015625,0.1326023737589518,8.952265679001417,8.48110164146803,8.9291910959314,8.24585977578142,8.985082773587415,7.862672295236989,-0.05428600311279297,0.17750072479248047,16.846921295997053,83.05454588755028,90.80455870831213,94.30068414217902,-19.159871246102977,108.14605862927336,-0.004706870419422304,90.19026777285139,91.25378875650172,88.60746448757529,61.307968933548565,12.130412460191488,3.0975023867757776
2010-04-19,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.4703369140625,566924400,-0.001333848826292904,-0.0013347391944710854,8.753213416594019,8.61671172704302,8.483461377743444,8.79650001525879,8.69885721206665,0.082962101268541,0.13150579984204697,-0.14511388150544846,-0.26975203885057475,82.90202369200395,84.33113016196558,78.48066485753053,0.12510245186941965,0.13132681165422713,0.13894592012677873,8.959394286652737,8.546626123067549,8.94495817426625,8.30499073603823,9.017657045029294,7.906356546918717,-0.011785507202148438,0.049285888671875,18.74370551751996,74.05332324643369,86.70977741884123,93.06336099738779,-22.131583150619292,69.48519841556747,0.00016192735493514299,89.91994910658727,90.69545860471884,87.68560788323634,58.76478574815974,8.500207755400973,0.0893591496159669
2010-04-20,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,7.395349025726318,738326400,-0.010037654443743138,-0.01008837136850223,8.748749383581988,8.63253113471007,8.506361005634576,8.811928749084473,8.716892910003661,0.08703774924488467,0.1269231784773753,-0.09249126527009643,-0.24238837794741208,62.216428065466204,71.42155913105853,78.32147141901535,0.14729622432163783,0.13438796997070312,0.14282344636462985,8.947910346774426,8.586681600508639,8.949713624893583,8.344827189097419,9.0124521348107,7.9875478651893,-0.08857154846191406,-0.15464305877685547,23.68647482542865,34.690762340507796,68.89369318214517,82.08521056271584,-35.6171862521599,60.866499762537245,-0.015892801696676173,89.64963154903992,90.13691335425578,86.76427666964972,56.25212870651895,5.331928774057694,-2.239307988016563
2010-04-21,9.242856979370115,9.29464340209961,9.133213996887209,9.257857322692873,7.837697505950928,982391200,0.05981438665037228,0.05809378585735557,8.876026368359708,8.715907959774444,8.574678852639876,8.90857162475586,8.783392906188965,0.11282108086157469,0.1301307112958737,-0.2370242491151835,-0.30134751571983287,83.07931346809642,85.4300698508531,83.42056508361927,0.22066361563546316,0.16885226113455637,0.15950711568196616,9.240403923917645,8.466943128520272,9.121153599214898,8.296958746889315,9.122764918085508,7.994479984025727,0.5225000381469744,0.42214298248291193,27.650565317485466,100.0,99.99999999999999,100.0,-3.7454896431718474,175.37726108710677,0.0016229119801633995,89.37931832015371,89.57817719783239,85.84356185115388,53.771808629998105,2.6245516625527485,-3.9117343840171324
2010-04-22,9.222857475280762,9.526785850524902,9.149999618530272,9.516785621643066,8.056903839111328,793424800,0.02796849097204254,0.02758451575782177,9.036216181680548,8.822691648023595,8.660324922549256,9.033928680419923,8.878107166290283,0.15858709934139567,0.1429120290676767,-0.363803737941101,-0.37589125913129173,86.75840364269452,87.69153500577154,84.5136486376029,0.2658676419939316,0.18051052093505873,0.1694900875999815,9.565420391669802,8.387232948261142,9.352637110635952,8.221087499828963,9.295567817750008,7.951302949752549,0.25892829895019354,0.6928567886352539,29.392054343487306,100.0,100.0,100.0,-0.8755669559060273,161.65057523831524,0.03186953144945526,89.10901263751524,89.01927434673668,84.92355425760145,51.32559054340794,0.37214214313629723,-4.9611824424348905
2010-04-23,9.571070671081545,9.72071361541748,9.535714149475098,9.672499656677246,8.188733100891113,796955600,0.016362040842871878,0.016229625094755697,9.195287050429723,8.935999382510747,8.75234080746998,9.20128574371338,8.981821441650391,0.22019306346138615,0.16664886514313831,-0.4382162251348678,-0.44294624295974216,87.18933211985328,88.22693531149253,85.39956033292856,0.2777551923479355,0.1855359758649555,0.174626077924456,9.857082805262852,8.352101023908464,9.583362640316981,8.155361932000961,9.477350843308578,7.910540290317723,0.1557140350341797,0.9371423721313477,30.281885715577594,100.0,100.0,100.0,-3.837384057200978,157.27283115325136,0.01059745446266147,88.8387177162956,88.46022902902267,84.00434452956053,48.91519135802049,-1.4359626141989537,-5.430029492186766
2010-04-26,9.710000038146973,9.730713844299316,9.578213691711426,9.625,8.14852237701416,479068800,-0.004910794351329391,-0.0049228919239546615,9.302715287822291,9.027866131509313,8.831673461336347,9.361499977111816,9.078999996185303,0.279701293876961,0.19480308042664748,-0.4168701904786172,-0.47104182648594417,82.25705596809715,85.18083713369757,87.47594546018436,0.28158174242292155,0.1881635529654368,0.17386073157900864,10.024848028077248,8.394335703001854,9.739462928195326,8.152118743383216,9.599261194757716,7.93437825894857,-0.047499656677246094,0.36714267730712713,35.230069998423595,94.93143645087594,95.6930343324147,96.66919228564952,-8.599618773947846,124.31249681140854,-0.008753865892177082,88.56843676919259,87.90106548770555,83.08602310356379,46.54227763429232,-2.8149091479086397,-5.368676363927751
2010-04-27,9.54535675048828,9.565713882446287,9.304286003112791,9.35857105255127,7.92296028137207,709343600,-0.027680929605062906,-0.028071266664603273,9.316679229004535,9.071960120981574,8.879573242355885,9.48614273071289,9.149035739898682,0.3029640114899744,0.22252624382881034,-0.28442717768238346,-0.43710598664864975,69.3446006739234,71.88646750540681,75.78665819910763,0.2937755584716802,0.20275531496320479,0.1801191965738934,10.032759750147424,8.535811613029196,9.794921223940635,8.206048117882398,9.654675195095804,7.98488250710495,-0.26642894744873047,-0.15821456909179688,36.43652243853217,66.5015035642869,71.53495804757577,77.13319139033514,-30.273103392632578,72.10800693478927,-0.019568225978296216,88.29817300637266,87.34180797895559,82.16868019740723,44.20846342782748,-3.7840243090437133,-4.834303956108338
2010-04-28,9.401785850524902,9.428570747375488,9.157500267028809,9.342857360839844,7.909656047821045,758402400,-0.001679069552732842,-0.0016804807699234597,9.323223761963362,9.108079752962677,8.921689980399881,9.503142738342286,9.205857181549073,0.2924173685811035,0.2467732897466711,-0.2003024269732787,-0.4015337815634812,69.14362149009918,72.19603218144607,74.61655965412731,0.301275389535087,0.21318892070225332,0.18797633761451374,9.98736072920132,8.729475927641591,9.82833436142976,8.28309417185184,9.698491960525626,8.040419531958332,-0.01571369171142578,-0.32964229583740234,34.33985995008688,64.82473681264725,68.21630439080369,74.23951205951991,-33.93745848534512,47.38418061117062,-0.00626779748251427,88.02792963541353,86.78248077029079,81.25240579550264,41.91530822197179,-4.3664586015430515,-3.8895084579597223
2010-04-29,9.39357089996338,9.64285659790039,9.357500076293944,9.59428596496582,8.12252140045166,558840800,0.02691131785655082,0.026555576542768647,9.390989312713977,9.172907247896429,8.982835069905875,9.518642807006836,9.276285743713379,0.25608387934484866,0.2692838599863222,-0.23236811330537144,-0.4081542428081022,78.2874842489959,74.87494619346603,76.06104775786676,0.3120406014578688,0.22966841288975332,0.19360551379975835,9.802978733655568,9.159266117593038,9.90626531893115,8.342153080334684,9.785156788503482,8.065285371240055,0.25142860412597656,-0.030714035034179688,37.15920117129477,81.13707036137477,92.3266136351303,93.88785089912602,-12.184942305612033,74.75136945122219,0.021367280573058922,87.75770986124657,86.22310813876848,80.33728963428582,39.66431495027404,-4.5887823228652085,-2.6008484881307146
2010-04-30,9.618213653564451,9.663213729858398,9.321429252624512,9.3246431350708,7.8942365646362305,542463600,-0.028104522929547696,-0.02850701418201545,9.374402768303183,9.193138699519679,9.013908530375414,9.449071502685547,9.325178623199463,0.20285767889035636,0.28882622641340394,-0.13648386320328854,-0.36049423792776913,52.639012618120525,65.40479251653943,68.74013890407333,0.2809689385550368,0.25081627709524995,0.20622448694138318,9.784362075175597,9.196964436752417,9.910956338323096,8.433380443859871,9.810095174784767,8.129088559927379,-0.26964282989501953,-0.03392791748046875,31.049548702803275,0.0,65.70429765804528,72.05971457176189,-36.26786686211863,50.16155999907085,-0.030522353637346678,87.48751688609906,85.66371436917518,79.42342118768302,37.45692811189211,-4.480541240597719,-1.0373391514494676
2010-05-03,9.422857284545898,9.567143440246582,9.38857078552246,9.512499809265137,8.053277015686035,454342000,0.020146258840490153,0.019946008036758424,9.40892702854367,9.235720180819074,9.059235010274477,9.426571464538574,9.394035720825196,0.1498331899438206,0.30377208441836434,-0.14777732845859326,-0.3496920182691934,49.82056986436135,68.08286695471652,70.55480939233406,0.2617852347237726,0.2638264383588521,0.20760209219796333,9.783513462175765,9.196588531929983,9.928983197898281,8.537394469120064,9.855171709293431,8.187345362385093,0.18785667419433594,0.16964244842529297,38.68782708158531,54.004068495479146,82.9268367144449,86.14719615557694,-19.90874556474558,52.00696476402991,0.009513305997561616,87.21735390943705,85.10432375221633,78.51088965263952,35.294531982855844,-4.073779097143647,0.7310711263601277
2010-05-04,9.38892936706543,9.40321445465088,9.16964340209961,9.238571166992188,7.821368217468262,723819600,-0.028796704101496415,-0.029219465047464293,9.3663380631558,9.236100312308823,9.075538297248814,9.402571487426759,9.444357109069824,0.1439324054132348,0.30854753351234715,-0.048858614185769866,-0.29079976590698564,33.46937885784247,59.20623337456416,62.77039840505561,0.28163215092250304,0.2796936716352193,0.21756803421747134,9.724973978599397,9.131148447024906,9.910307679210868,8.622345448186943,9.86129355748187,8.24989696593819,-0.2739286422729492,-0.3557147979736328,32.3442182712691,0.0,53.69663110012059,61.16968756160484,-44.900610277087026,2.79437107162772,-0.016014413805334415,86.94722412790772,84.54496058270483,77.59978393471167,33.178448925928656,-3.402534667664094,2.6350051710322124
2010-05-05,9.036786079406738,9.21928596496582,8.883213996887207,9.142499923706056,7.7400336265563965,883103200,-0.01039892874662014,-0.010453375392945413,9.310378528293363,9.223620260495121,9.081625717835836,9.3625,9.432821369171142,0.15148621926455147,0.3066875651820814,0.028452815705430012,-0.22875281045752693,32.274980275871584,55.049273155637,60.19333039907078,0.3106117248535159,0.2960967336382187,0.22897961026146316,9.66652825335082,9.051737007618067,9.896287472352972,8.672437023671025,9.856393514225324,8.310749353816668,-0.09607124328613104,-0.18214321136474432,31.872038835552473,0.0,43.44512117557885,51.943007309571264,-53.665664909676394,-42.56096727084634,0.011698168283547306,86.67713073528233,83.985649157749,76.69019263372626,31.109937801635063,-2.5023213998951648,4.607108163459155
